stem,path,parent,tag,group,nC,pdgm_file,pi_file,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74
2-1_FTOH,ALLxyz/FTOH/2-1_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,3,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/2-1_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/2-1_FTOH_pi.npy,-0.13434322501394552,-0.02009988638255381,-0.042749999606633594,0.005477915652882811,0.0014353581452335033,-0.002310318635560071,-0.002196927174743256,0.00240068699638346,0.0029189904494665775,0.002515205206014005,-0.0011871069875742568,-0.0024501789360386896,-0.0001805708639362551,-0.00015761367559057065,-0.0017558795733904624,-0.000410717608080435,-0.0002278798276849871,-0.0006027596819084874,-0.0004211925407588275,-0.0001828832185727748,-0.0013830228993370916,-0.0005909852224072412,-0.0003274768330624121,-4.270425081615554e-05,6.431139674643466e-05,-0.00014032927741571176,0.00026022728872782537,5.21613516520777e-05,-9.271877863846698e-05,6.97912579129565e-06,-5.1113212847927716e-05,-7.614395879611034e-05,-6.390232301856568e-05,-3.3379987152325655e-05,-3.127658923496878e-05,1.631870380903551e-05,2.7516959637520265e-05,-5.049961591946972e-07,7.256929422230677e-06,7.837283785205912e-06,-1.3935423532025988e-05,1.0812910501591399e-05,-1.5994852646664458e-05,-1.2032710537184538e-05,2.405992708675566e-06,-2.0618846049147602e-05,-8.349499163854176e-06,4.193897915379827e-06,1.7612581882487513e-06,1.0056498335907062e-06,-5.685464892986527e-07,-1.4870097701811634e-06,-1.9425797617459883e-06,-2.4484940116897503e-06,1.0806248283447256e-06,1.3158912117581656e-06,4.5465719292145903e-07,-1.2110389975351585e-07,1.5864771879841242e-07,-2.533614248941173e-09,6.606966831454753e-07,2.624710658675937e-07,2.3988720479448835e-07,1.1390142032316033e-08,-8.199365668015853e-09,1.5643242352171656e-07,2.447794028188969e-07,3.1753824441722065e-17,-2.817741357640628e-17,2.181534174531331e-17,1.1804488781083553e-16,1.1534792511371143e-17,-3.238372555932407e-18,2.014867537249571e-17
7-1_FTOH,ALLxyz/FTOH/7-1_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,8,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/7-1_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/7-1_FTOH_pi.npy,0.2101786691621183,-0.0056621947310523365,-0.01875922465163549,-0.02428716754630133,0.01637377618429761,-0.011198865042875043,-0.003920868260723247,-0.001732168984406025,-0.007564954580335704,-0.004813793608429931,0.0029518727107015657,0.004702599622191679,-0.0021380304019336417,-0.0006623955487817214,0.0028563082912721697,-0.0028463107613230254,-0.004213557826735163,0.0042633461341318735,0.00010402551679777734,-0.0015352295321682324,-0.000686711832926229,0.0002660019421793862,-1.1175773805945481e-05,0.001045616334841449,-0.0003909222858505128,0.00023201885894941874,-0.00038134752745307837,0.00014617599819324693,7.777547472489895e-05,-4.677080276415016e-05,4.888924259813323e-05,0.00018753557043425787,-6.911376154124013e-05,9.423982460190429e-05,8.206605400217629e-05,-3.0048135866127113e-05,-6.069589612487099e-05,-2.8434420774491563e-05,6.800129888505282e-05,-3.172506809284537e-05,1.6641853841153307e-05,-7.244997574112694e-05,-1.6046154260892934e-05,-1.8855522892392083e-06,-2.4252310321902914e-05,-7.581931485744274e-07,1.2484279956870741e-05,2.852310232122667e-05,-1.0203039904072572e-05,-6.691344478126617e-06,-2.0958912710058004e-06,-4.683982216205021e-06,-4.861764535902951e-07,-4.166677449209968e-06,1.0320451743085868e-06,-2.8013682641409696e-06,-5.755569257083735e-06,-5.17991713997803e-06,3.234301601656849e-06,-2.0229458010828468e-06,1.5883894410073076e-06,-4.7985860734140256e-08,6.807873740165327e-07,4.195326474368962e-07,-9.692977420941865e-07,-2.2135584586422375e-07,-1.5895669725572896e-07,3.190253802639664e-17,-1.1842406578222885e-19,9.216928811969983e-20,-3.5296455690210656e-20,2.3417287336792223e-23,3.9989798180880564e-24,-1.92769752323964e-25
6-2_FTOH,ALLxyz/FTOH/6-2_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,8,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/6-2_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/6-2_FTOH_pi.npy,0.07988411178811052,-0.001313716467889549,-0.030077630781767263,-0.022695488796937936,-0.002697500344914444,-0.0006856529953499399,-0.002842106264382947,0.009082070253786287,0.00022515863653636213,-0.0015392026831225125,0.0007883210227720667,5.044667118373095e-05,0.0016355999997101777,-0.0018023389980142827,0.0012897469476141144,-0.0022917666107658934,-0.0032386329552837067,-0.0007579824371098788,0.0003865076625381226,-0.0005253015095267384,-0.0005039736605559445,-0.00023514576369637204,-6.258477542753938e-05,0.0003714712967185996,0.0005377883613597171,1.8042799946526013e-05,-0.00043283077997010645,-0.0003076110172093947,0.00036026164325513114,0.00036323716240013856,-0.00026769606165582925,-0.00032045288140814004,-0.00011808648466295206,0.0002666342769699859,0.00019619169541290976,-7.87093086801588e-05,0.00015543655183070462,-3.093792096019935e-05,9.09801698042583e-05,1.4253065899202892e-06,-5.0373414327632445e-05,-1.1011288206753952e-05,8.42607988500121e-05,3.725490595756357e-05,-5.5181117543873824e-05,-2.7180272999353786e-05,1.288024136677645e-06,1.0019956591208928e-05,3.139980767096277e-05,1.0073863861483164e-06,4.939444452312255e-06,4.1947259254852226e-06,1.4775727658712487e-05,5.812344219267622e-07,-4.649261097437937e-06,1.3977998814873744e-06,1.3631620854710021e-06,-1.8871310976900711e-06,-2.254292410014627e-07,9.449271240264436e-07,-5.39031531005252e-07,-7.538610448545056e-07,2.881713526925999e-07,-6.641478118848549e-07,2.0392412261238805e-07,-9.284029737387486e-08,1.6063193576507346e-07,3.1902538026348824e-17,-1.1842406578067797e-19,9.216928812760996e-20,-3.52964556942639e-20,2.3417286962767517e-23,3.998979580251379e-24,-1.9276980758696662e-25
1-2_FTOH,ALLxyz/FTOH/1-2_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,3,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/1-2_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/1-2_FTOH_pi.npy,-0.13434322501394552,-0.02009988638255381,-0.042749999606633594,0.005477915652882811,0.0014353581452335033,-0.002310318635560071,-0.002196927174743256,0.00240068699638346,0.002918990449466578,0.0025152052060140036,-0.0011871069875742564,-0.0024501789360386896,-0.0001805708639362556,-0.0001576136755905706,-0.0017558795733904626,-0.0004107176080804347,-0.00022787982768498666,-0.0006027596819084827,-0.0004211925407588332,-0.0001828832185727766,-0.0013830228993370966,-0.0005909852224072417,-0.0003274768330624123,-4.270425081615233e-05,6.431139674643352e-05,-0.0001403292774157125,0.00026022728872782564,5.216135165207802e-05,-9.271877863846625e-05,6.97912579129444e-06,-5.111321284792642e-05,-7.614395879611063e-05,-6.390232301856493e-05,-3.337998715232438e-05,-3.127658923496854e-05,1.631870380903583e-05,2.751695963751998e-05,-5.049961591946607e-07,7.256929422230402e-06,7.83728378520583e-06,-1.3935423532025826e-05,1.0812910501591487e-05,-1.5994852646664505e-05,-1.2032710537184499e-05,2.4059927086755746e-06,-2.0618846049147354e-05,-8.349499163854093e-06,4.193897915380031e-06,1.7612581882486926e-06,1.0056498335906947e-06,-5.68546489298788e-07,-1.487009770181129e-06,-1.942579761745891e-06,-2.4484940116898223e-06,1.0806248283447491e-06,1.3158912117581167e-06,4.546571929213682e-07,-1.211038997536028e-07,1.5864771879847082e-07,-2.53361424900179e-09,6.606966831455008e-07,2.624710658675838e-07,2.3988720479447517e-07,1.139014203229107e-08,-8.199365668049577e-09,1.5643242352170967e-07,2.447794028188912e-07,3.17418590417396e-17,-2.6173692311808994e-17,-2.2957757496809805e-17,-8.316403686480292e-18,-1.1177619947190637e-16,-2.886710536544035e-17,-3.384748700363251e-17
5-1_FTOH,ALLxyz/FTOH/5-1_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,6,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/5-1_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/5-1_FTOH_pi.npy,0.07500076541710203,-0.017278744837890804,-0.026424544607666117,-0.03030381901137058,0.022540630623167367,0.001757204028811821,0.0019040513848407835,-0.017157838460138724,-0.007481985964583678,-0.008994413485184405,0.004767996620314673,-0.0016179556960008595,-0.008124856563261371,0.0015006072884464873,0.003102881355096378,0.0002417718731604552,-0.002258714573608624,3.893850653236529e-05,-0.0005842308038629984,0.00010331511950210845,0.00048071159153149483,0.0010266622299319938,-0.0006445180181719262,0.0004568712495302793,0.0005535743535217626,-0.00016727181502697704,9.04191046016276e-05,0.0005281015143587892,-8.153372474462741e-05,0.00030624942685526395,0.00032711304353009877,-0.00016734412859187357,-6.824736097025224e-05,-2.5283196510751358e-05,-2.9378457472720295e-05,0.00011526003074293415,-9.278991578189045e-05,-5.087607765552064e-05,-8.260676172510824e-06,-4.365775698471625e-05,-2.190610767566126e-06,-4.2353350608383844e-05,1.5177970423062102e-06,2.6772830639846142e-06,1.829172269285635e-05,2.552101102433745e-06,1.1716763906977723e-05,-4.763420469714095e-06,-1.8817482933567422e-06,9.596370213617502e-07,6.471954481287499e-06,-1.1191910768846834e-05,3.44469326638172e-06,7.081391025578346e-06,1.3611508644838718e-07,4.71058156207307e-06,-8.27303700855146e-07,-5.669745281804334e-07,-1.5561079777103238e-06,-2.9415422908943135e-06,1.897054571423078e-08,1.4900829130225864e-06,-5.016605884328984e-07,-2.4640338073601118e-06,1.5845727820964076e-06,7.509829830653222e-07,2.812334191499945e-07,3.1902538026478986e-17,-1.184240657797968e-19,9.216928811364511e-20,-3.529645568897465e-20,2.3417286689156863e-23,3.9989798224973386e-24,-1.9277008155036265e-25
4-2_FTOH,ALLxyz/FTOH/4-2_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,6,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/4-2_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/4-2_FTOH_pi.npy,-0.11035650937116681,-0.0039117848917830066,-0.032077041330263796,0.009139801284858317,-0.01596903070476571,0.01415906420376215,-0.003078786948416993,0.009366005295666668,0.0036783959998104325,-0.0089331696339386,0.0008321019334664643,0.01854527660362367,0.012018483609083015,0.00802724870699379,0.008501271236016685,-0.00242312217290883,0.0020584657725343887,0.0006732416157827238,-0.003866402667568686,0.004717516256233665,-0.0005886575065840106,-0.0016543210605658725,0.000368220964229384,0.0005680931771800837,0.000598827664791232,-0.00027755709634063203,-2.106284168652242e-05,-0.0005020082648172836,0.00023591571166945753,0.0008126645988154442,0.00022230707082970916,-1.0258057649969987e-05,0.00013074586008203192,-0.0003923187140413289,1.889454050301928e-05,-9.008833947878518e-05,-5.08433561806046e-05,-0.0001526612247451234,-3.828722057334912e-05,-4.584679081323924e-05,-6.238866680604025e-05,-2.497849427969955e-05,4.9882397132770036e-05,3.7302236106616083e-06,-2.477135640214499e-05,-3.6151558526820615e-06,-5.542266837601045e-06,-2.541641613780413e-05,-1.5646331704075173e-05,-7.584079999120059e-06,6.1692275253032886e-06,-2.6598919910540437e-06,-2.7192889766970464e-07,-1.986341380357136e-06,3.848381661171595e-06,-1.2768943030944126e-06,1.4641888375126914e-06,4.566926655038816e-07,-1.0555102040539836e-08,-2.535861245625622e-07,7.237138588896673e-07,3.831191708538937e-07,-1.9789632881301146e-07,1.5200041669158733e-07,-2.459238505570088e-07,-2.8331249009068625e-07,-9.134417000789302e-08,3.190253802642665e-17,-1.1842406578261545e-19,9.21692881223127e-20,-3.529645569232711e-20,2.341728689045529e-23,3.998979640482173e-24,-1.9276977348851818e-25
8-1_FTOH,ALLxyz/FTOH/8-1_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,9,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/8-1_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/8-1_FTOH_pi.npy,0.2636798356588604,-0.04965252812540726,0.05189169201232086,0.022790748332038615,0.08861347801505812,0.03458788202493137,0.009975763570823465,-0.012714326039553728,0.015126433224133434,0.0011215919225423105,-0.003460811179702532,0.010408124890410323,0.012235704582788918,-0.012100655434052006,-0.0062066054011158,0.0077249417207386015,0.002879534306875844,0.0012947154134506477,-0.0030495378127401085,-0.0019309562693088575,0.0031922747700816835,-0.0031152797556481637,-0.0013526955429019477,-0.0005791010634630438,-0.00030246020863446154,-0.0003095368320523221,-0.00020141237329990313,0.00020924043052988507,-0.0005379784134859815,0.0001675893522401292,9.145286951846063e-05,-3.5170964351108236e-05,-0.0004435891452063239,0.0003421106961085479,2.5561460658568163e-06,-4.550177220508931e-06,-0.00011473667311348172,-0.00012546258560554733,2.7119016620786537e-05,2.422608222115244e-05,1.979500504632535e-05,1.720580356796473e-05,1.1928530089218019e-05,-1.5094877166379611e-05,-1.136092833156291e-06,-6.775448442476096e-06,5.020706321564144e-07,5.331934329433577e-07,8.131351291932022e-07,5.945980051463396e-07,3.6671328475972204e-07,7.133060704261028e-07,1.1762021352541767e-07,1.3765103353056858e-07,1.9971007983554506e-07,8.540241745508709e-08,9.984783295580964e-08,3.2891938681266e-08,5.542344308300544e-08,3.993009185113375e-08,3.21751754842764e-08,1.0169651899634409e-08,-1.2466399114934016e-09,-3.351139613540854e-09,-1.0963631880382846e-08,1.0329614071493637e-08,-4.033811741506706e-10,3.190253802640159e-17,-1.1842406578232527e-19,9.21692881229179e-20,-3.529645569250395e-20,2.3417286901743054e-23,3.998979654591875e-24,-1.9276984233210976e-25
7-2_FTOH,ALLxyz/FTOH/7-2_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,9,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/7-2_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/7-2_FTOH_pi.npy,0.14519577369935374,-0.0077858481402528455,-0.005811035836413071,0.05121144340374597,0.013797741584960502,-0.0216996573323364,0.00013498763982179175,0.0034924603882439307,-0.004451055863534728,0.0025066667760396504,-0.0006031213851344524,0.006246873325887215,0.0021918893524427905,-0.005976626057247508,0.0015480410818189375,-0.00046161990462133864,-0.0002580130224860536,0.0017333506558756674,0.0015034226260843646,-0.0026751360636894208,0.002345905516429291,0.0024685775900191594,-0.003603121223251507,-0.0008650987237901663,0.0009422417093682785,-0.0013848387872104938,-0.00039411463031969644,1.9161074388048525e-05,-6.840233036134399e-06,-0.0001779924973272559,-0.00037240452633313426,0.0006995511956675827,0.00038040170131299893,-0.0004236723177538591,-4.669539081742252e-05,-0.000180279814144213,3.244513314329894e-05,-2.3281071607105997e-05,-0.00015299671347036707,-0.00021359220965626503,-4.933743280613517e-05,4.189675809860839e-05,2.4691359938525767e-05,-2.2307831169513188e-07,1.7862761955834005e-05,8.099422498995874e-06,7.917521426353342e-06,1.3504557937745424e-05,1.3415723683197552e-05,6.115758506317421e-06,7.247218161937087e-06,1.4366223019393526e-06,-4.729293126414525e-06,-1.3681351765101912e-06,-6.910685077853583e-07,1.6635646362023861e-06,1.318056441256119e-06,-8.452881576838697e-07,-2.1697018863383344e-07,2.718474539609716e-07,2.417526886061646e-07,-1.8535220634289655e-08,3.225979311004116e-07,-8.515200443883832e-08,-5.323794045616738e-08,1.3272123393783682e-07,2.4333328948358647e-09,3.190253802639982e-17,-1.1842406578263098e-19,9.216928812174549e-20,-3.5296455692229284e-20,2.3417286897980467e-23,3.998979651769935e-24,-1.9276986943449722e-25
2-2_FTOH,ALLxyz/FTOH/2-2_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,4,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/2-2_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/2-2_FTOH_pi.npy,-0.13434322501394552,-0.02009988638255381,-0.042749999606633594,0.005477915652882811,0.0014353581452335033,-0.002310318635560071,-0.002196927174743256,0.00240068699638346,0.002918990449466578,0.0025152052060140036,-0.0011871069875742562,-0.0024501789360386896,-0.00018057086393625564,-0.0001576136755905706,-0.0017558795733904626,-0.00041071760808043475,-0.00022787982768498666,-0.0006027596819084826,-0.00042119254075883325,-0.0001828832185727766,-0.0013830228993370964,-0.0005909852224072416,-0.00032747683306241223,-4.270425081615539e-05,6.431139674643445e-05,-0.00014032927741571222,0.00026022728872782656,5.2161351652074895e-05,-9.27187786384663e-05,6.979125791294602e-06,-5.111321284792579e-05,-7.61439587961108e-05,-6.390232301856516e-05,-3.3379987152324754e-05,-3.127658923496854e-05,1.631870380903562e-05,2.7516959637520014e-05,-5.049961591948478e-07,7.256929422230554e-06,7.837283785205748e-06,-1.3935423532025777e-05,1.08129105015914e-05,-1.5994852646664593e-05,-1.2032710537184654e-05,2.4059927086754573e-06,-2.0618846049147317e-05,-8.349499163854127e-06,4.193897915380046e-06,1.7612581882486583e-06,1.0056498335906945e-06,-5.68546489298755e-07,-1.4870097701811253e-06,-1.9425797617459514e-06,-2.448494011689747e-06,1.0806248283447125e-06,1.3158912117581114e-06,4.546571929213672e-07,-1.211038997535925e-07,1.5864771879846295e-07,-2.533614249004162e-09,6.606966831455174e-07,2.6247106586762855e-07,2.39887204794482e-07,1.1390142032299665e-08,-8.199365668034067e-09,1.564324235217144e-07,2.4477940281891717e-07,3.1738038073781765e-17,-2.563957742221115e-17,-3.4884076770917734e-17,-4.2008257774680594e-17,2.130095807203733e-17,-4.4107595897565203e-17,9.856993542212013e-17
3-1_FTOH,ALLxyz/FTOH/3-1_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,4,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/3-1_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/3-1_FTOH_pi.npy,-0.09926041414772349,-0.10143210893175289,0.057138723444273565,-0.031125940271956445,-0.031683518856108414,-0.01983385371811437,0.01642064329159862,-0.030854231248318868,-0.006430439433981546,-0.0030643076616723545,-0.005436508698519431,-0.0031062257900249845,0.01566371215148548,0.0050990102890020594,-0.006656035527416523,0.00037932406882214736,-0.002759091440954793,-0.004688612568035152,0.0014353296246031957,-0.005841010252432014,0.004828371100320038,-0.0013907436688816361,0.0006291868234729763,0.0038940589482320594,-0.0010874473692284484,-0.0005582707167881367,0.0005261822536957555,-0.00011989100219737196,0.0008752267061045104,6.946152613085024e-05,-3.710858042109437e-05,-0.0001534278326241401,0.0001539579620597034,-0.0002235440533640564,-7.651452781771477e-05,6.127946481137126e-05,2.0481716968867484e-05,4.451766966577578e-05,-8.087682536033699e-06,-1.968777016574782e-05,-9.75477251659193e-06,-2.0643076282049168e-06,-7.480382801416582e-06,4.021734204809243e-06,-2.9818645609578133e-07,2.3659391101521376e-06,4.78039496777886e-07,-1.904414069557169e-07,-4.3955711437935383e-07,3.600731810671907e-07,5.33935884462563e-08,-3.902269921240612e-08,-3.077634549094856e-08,-5.941008344654852e-08,-3.411728592067587e-08,-4.190926026019033e-08,-3.908529859676445e-08,-1.6230018680710093e-08,-1.5844352178073407e-08,-5.12531752370367e-09,-1.5148466597399726e-10,-4.414295962596759e-09,1.4551018411667227e-09,-1.3530797128779667e-09,2.311583565465865e-09,-1.4512289931672363e-09,-1.6382910450711105e-10,3.190253802640327e-17,-1.1842406578235442e-19,9.216928812294598e-20,-3.529645569252185e-20,2.3417286913197835e-23,3.9989796570496605e-24,-1.9276985097919188e-25
4-1_FTOH,ALLxyz/FTOH/4-1_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,5,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/4-1_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/4-1_FTOH_pi.npy,0.01073111451031199,-0.03309946627136909,-0.009298491408796707,0.0017728770390411422,0.0287303508678098,-0.0065798361284572,0.00703398056124869,-0.022362750784595768,-0.017648957359298095,-0.003596042548099399,0.001343720450624441,-0.002872011512838457,0.001747594994610837,0.0007485121153272798,-0.0012331682172976313,-0.0007431410677823826,0.005083149458006544,0.00019882671078637486,-0.0004556219344355176,0.003122093171736368,-0.002168362709403475,0.0014104980611257952,0.00022502892892457957,-7.952736915310722e-05,-0.0007731164984808572,-6.002549379770644e-05,-2.9464350497851094e-05,-0.0005175470269439118,0.0001692705061164117,-1.2064952227916557e-05,-7.99435419811866e-05,-5.3233577709899934e-05,6.613408385928075e-05,5.354886532230405e-05,9.419279034585777e-05,-8.564123784675374e-05,3.241943190268393e-05,2.845296271753585e-05,-5.242634497435617e-05,7.861521653891999e-05,1.7379694068597806e-05,1.7086964473641162e-05,1.9390875262266335e-06,-6.129636236895764e-06,1.3154722756915426e-05,-6.7775565225094215e-06,1.3580568704166298e-05,-2.4795428564791347e-05,-9.981870197918057e-06,1.192884101133257e-05,7.587295958974578e-07,-5.8165660514198e-06,-5.392409659470004e-06,-4.677914956716199e-06,-8.234787391471602e-06,-3.7785038803880266e-06,2.6768388914370056e-06,-4.671283748048426e-06,-4.109352425076649e-07,7.076809806123253e-07,9.619749542106144e-07,-1.972650658313718e-06,8.222022846437514e-07,-8.580177625769049e-07,8.042989245978371e-07,5.770484631479342e-07,-8.901767239767358e-08,3.1902538026326594e-17,-1.1842406578072556e-19,9.216928812232099e-20,-3.52964556924519e-20,2.3417287113757034e-23,3.998979657853627e-24,-1.9276987900067755e-25
8-2_FTOH,ALLxyz/FTOH/8-2_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,10,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/8-2_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/8-2_FTOH_pi.npy,0.11278157172526154,0.01497165316897018,0.021913596506443252,0.046872839364194396,0.013435232559288959,-0.008709948872124522,0.010130452269414723,-0.00568917660052779,-0.02163046115820568,-0.012832062968512406,0.005278270424848947,0.0011944837894348832,0.0012047792350711425,-0.007251502644240277,0.005907538695030992,-0.002865923687261337,-0.004451387551782486,-0.0021557307174216588,0.0021275500654748497,0.000664220656387819,0.002496271892624759,0.0017599556460351016,-0.001641627111561908,-0.00024549028802302227,0.0018054247386939826,-0.0006823809105748645,-0.0007740186995010863,-7.22163834934364e-05,2.409127762854819e-05,-0.00019734369642258705,-0.0001942188973203601,8.454540399957273e-06,5.9055914267169956e-05,-0.00016410395408345785,-6.495148214915583e-05,4.434889354948174e-05,-1.341338817051181e-05,8.536168352714046e-05,0.00026543980984816224,0.0001399441478613315,7.115264450047411e-05,6.509916384027711e-05,1.4244777390762499e-05,-1.9216961767266316e-05,-2.0947175030778233e-05,-8.463994033637942e-06,-3.571656273966849e-05,-1.8916901137417375e-05,-9.205037778164083e-06,6.374331436910621e-06,5.167547783492428e-07,1.6830207220085258e-06,-3.4811284650362706e-07,5.072101626629135e-07,3.3599702966307874e-06,-1.0161832107019646e-06,-2.1384052904249743e-06,8.2026220902288e-07,2.2849817342650912e-07,1.1951288959418576e-07,-1.8751228470833532e-07,-1.774828605465919e-07,1.626060264376229e-07,-1.1119064787797572e-07,2.5099705461715553e-07,-1.0825394200438825e-07,8.943488067917895e-08,3.1902538026433165e-17,-1.1842406578114039e-19,9.2169288123641e-20,-3.529645569279031e-20,2.341728684450681e-23,3.998979633461833e-24,-1.9276982463747786e-25
5-2_FTOH,ALLxyz/FTOH/5-2_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,7,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/5-2_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/5-2_FTOH_pi.npy,0.068157520728957,0.025054818428993524,0.00507307699640704,0.023217998123264156,0.01346649041192945,-0.026624222893310474,-0.010226121470219859,-0.002884947458861644,-0.0009254834069817041,0.005445411049201209,-0.004225821783210637,0.0015093358078947764,-0.007080093013213074,0.0008985518433574148,0.0014086724504737671,8.422247407956754e-05,3.550276147546974e-05,0.003856840264382208,-0.0010492797857874062,-0.0028841392626535074,-0.0003225135370871206,-0.0006578267432134562,0.000815916800904801,0.0003252241876052356,0.0004744324355560451,-6.556463845113328e-05,0.0006265059640310769,-0.0007413761907283248,0.0003214228525664448,-0.0005036501229814761,0.0003129744886347732,-0.0002716430836653974,-0.0001489597242063378,-4.984347563425048e-05,-9.025298178603748e-05,6.864582358659678e-05,3.0371524842980004e-05,-2.6200424351551345e-05,-8.655956385561928e-05,-9.0636828841688e-05,0.00012533349527041695,9.758736836456773e-05,8.572289689044141e-05,5.37709522839179e-05,1.0395415738268987e-05,-4.33599608227564e-05,1.7154649011942417e-05,-1.8801788037004268e-05,-6.872699549211422e-06,-8.953348513062387e-06,-1.4866405663690175e-05,2.112450733615578e-06,-3.2366217062369425e-08,1.4493288186267173e-06,7.895052827627446e-07,2.3587864705360507e-07,-4.01096499389427e-07,5.524011998042482e-07,6.001746440864938e-07,-2.5783368488574647e-08,3.8057469133470904e-07,4.980148425917865e-07,-2.680027999499028e-07,-1.4558380703599443e-07,-1.3856902295958004e-07,-4.911567530338111e-07,-3.9053042245936254e-08,3.190253802642551e-17,-1.1842406578095222e-19,9.21692881226693e-20,-3.529645569227897e-20,2.3417286952123522e-23,3.998979652571538e-24,-1.9276976513859257e-25
