stem,path,parent,tag,group,nC,pdgm_file,pi_file,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74
7-1_PFOS,ALLxyz/PFOS/7-1_PFOS.xyz,PFOS,PFOS,PFOS | PFOS,8,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/7-1_PFOS.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/7-1_PFOS_pi.npy,0.16817173528496113,-0.003628271556391263,-0.013460997931537873,0.021873476941912943,-0.004069479801068389,-0.020826608528962325,-0.006278409511056701,0.013516013099687906,-0.00885142653812696,0.00826801057205353,-0.0027311634812922023,0.005067283304877545,0.007808028998367966,-0.0063865270401734335,-0.002397282450525837,-0.0024983885532708365,0.0015364290940497534,0.002099590680881356,0.0019231235763070484,-0.0004919489894455848,-0.0021524676142767973,0.00021805048055357788,4.528965004619561e-05,-0.00015959715199519444,0.0003229180502909751,9.463821538093639e-05,0.000868777768147421,0.0002196442760073306,0.00011080521018194687,-0.0005223540582614045,-0.00011346607756339894,-3.320573470119591e-05,8.584624112569213e-05,-8.787478445720448e-05,-5.929496925134127e-05,0.00013909741036083938,-4.756620283621146e-06,-6.508062339919416e-07,0.00014062134561927805,9.688133915773113e-07,5.356138088624757e-05,-8.312237646162692e-05,-4.1196824430026414e-05,-1.3496966415596736e-05,-1.0774907410408147e-05,2.3055526722943726e-06,2.6410633261773694e-05,1.0625062207737916e-05,-1.9619765118061836e-05,1.2773399195149803e-06,4.0386965126270306e-06,5.6485353482810465e-06,7.471870498201955e-06,1.3836629253574785e-06,2.335667365746385e-06,-1.0201300450299113e-06,8.583417202464291e-06,2.921920456057555e-07,2.437939596649783e-07,1.4731169942145192e-07,3.2975463484613687e-07,-1.312690112412349e-07,-1.8731078827992015e-06,-5.660019446911406e-07,9.551929942234669e-08,-6.425522151826005e-09,9.52367295746478e-08,3.1902538026365816e-17,-1.1842406578120112e-19,9.216928812200353e-20,-3.5296455692271317e-20,2.3417286886616898e-23,3.9989796930835046e-24,-1.9276983131101417e-25
5-3_PFOS,ALLxyz/PFOS/5-3_PFOS.xyz,PFOS,PFOS,PFOS | PFOS,8,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/5-3_PFOS.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/5-3_PFOS_pi.npy,0.012406244876914052,-0.010393412068874744,-0.022547525453147584,0.009129037940112642,0.019216737867947527,-0.013502436675418688,0.0012112851931273662,-0.0029100286050954497,-0.0021984882554509674,-0.0026416121523870325,0.0001033383522897646,0.0004900064397566976,-0.002685329636234278,-0.00040053137191613903,0.003752698394765608,-0.0019212758096977284,-0.0011493721900630483,0.005070385907645603,-0.001618205689078385,-0.0009508626287568419,0.00012808704517822914,0.0009879550057384,-0.0007090363175774714,0.0001735493043649406,-0.000747805145254267,-0.0001602201127421895,0.0009855401093530813,-2.6815246292227732e-05,0.000321466788024076,5.627819186590944e-05,0.0004937512709650648,0.00014942686859052283,-9.18266738589935e-05,-6.042868695530048e-05,-0.000271111987755257,8.285240646956762e-05,0.00012573753649077816,-5.310008583694448e-05,3.907942388296807e-05,5.6107781781405356e-05,-9.061607594942523e-05,-9.4788181079574e-06,-2.936182053447637e-05,-6.792607605918139e-05,5.525154152277378e-05,8.01902969816201e-06,-8.07138869481874e-06,-2.2683953495047606e-05,1.5371732419598856e-05,-1.8056417424714936e-05,-1.2041557808952875e-06,7.712531760212462e-06,1.0387739025925746e-05,2.0518396096054435e-06,-3.3889276517746907e-06,-1.5120138075735833e-06,-1.4704757954621123e-06,-1.1816194832819752e-06,8.033356131234271e-07,1.5520192511325816e-06,-2.476877806667108e-07,6.771171886777851e-07,-2.872375227176605e-07,-4.4030814948189075e-08,-6.162238533888654e-07,-1.1836430544943654e-07,-1.8924229912209294e-07,3.1902538026278764e-17,-1.1842406578494691e-19,9.216928813267053e-20,-3.5296455695912913e-20,2.3417287011444218e-23,3.9989795920377935e-24,-1.9276980543872622e-25
1-7_PFOS,ALLxyz/PFOS/1-7_PFOS.xyz,PFOS,PFOS,PFOS | PFOS,8,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/1-7_PFOS.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/1-7_PFOS_pi.npy,-0.10014171618689166,-0.006395351208052755,-0.03901739271583258,-0.01681712552338482,-0.010219329791926973,0.019331833765662783,0.013991060691527238,0.01328708802763877,0.014473160180335088,0.000505844487574583,0.0009696905864353733,-0.009601010822729131,0.002209078459597245,-0.0024369994391613622,0.004852956730064828,-0.0029375524314438862,0.005729115104805927,0.004726355011235629,-0.007466500597160036,-0.004659290513199941,0.003880695173060713,0.0038370063442426084,0.0015874344020875143,0.00018469704310080764,0.001053213093392709,-0.001015772424976956,-0.0010602650927541706,-0.0013802331160106558,-7.63201302030768e-06,-0.00037371895378402614,6.64121297356518e-05,-0.00052511435456006,9.848674933334228e-05,-7.496480788878809e-06,0.00022356006863633236,0.00016239927586511962,-8.66684890469153e-05,7.486378954059659e-05,-9.300164571335223e-06,3.2644878505456804e-05,-3.4254290680069336e-06,-4.5476443712346585e-05,-3.2026557501341154e-05,-3.912623376789192e-06,-1.706848347041412e-06,1.635454996234171e-06,2.714490772753346e-06,2.7815693277909695e-06,7.2695426180694735e-06,5.518672745174425e-06,2.5977130429495813e-06,6.811100072283957e-07,-3.3552699357276693e-06,9.598463237059928e-07,4.874417541465503e-07,-3.6018008185488146e-07,1.1690229095401123e-07,2.5448043606074527e-07,3.8730184840017604e-08,-3.6495189356437924e-08,1.842635471858904e-07,1.71752042267474e-07,-1.7383114301907887e-07,1.211318224693965e-07,-8.712620864699637e-08,1.2480987496123988e-08,-3.17015754207268e-08,3.1902538026406793e-17,-1.1842406578282943e-19,9.216928812245316e-20,-3.529645569233961e-20,2.341728689773103e-23,3.998979647432383e-24,-1.9276983641183842e-25
2-4_FTCA,ALLxyz/PFHA/2-4_FTCA.xyz,PFHA,FTCA,FTCA | PFHA,6,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/2-4_FTCA.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/2-4_FTCA_pi.npy,-0.1293465518229721,0.01576808722981073,-0.010813580385851718,0.013384791383300397,-0.009767831970859977,0.00805900218263299,0.0031781244991125573,0.0032447264779097446,-0.0039911050969264,-0.003359930377682816,-0.001098869814366432,-0.0022436912466904015,0.00047830936341676684,-0.006117365680063607,0.004751321452537248,-0.002957125397770699,-0.00017197384260424494,-0.002925486022128631,0.0033702854359811845,-0.002368161076907325,0.0019819276442589696,0.0018910305389060484,0.002518271242702881,-0.0010371241884260189,-0.0008367127290661529,0.0013042196163643687,0.0003637402774101971,-0.0010611379688611666,9.600057390239978e-05,0.0005925640915223803,-0.00013696880294299595,0.0006577288630955131,-0.0005902358403699091,-0.00018537415743074905,3.574516050281748e-05,0.00019715620890798562,-4.594829602338428e-06,-0.00021621082454062248,-0.0001472403165565899,4.3130131113011373e-05,2.0824172219085427e-05,3.6887445995765467e-05,8.265283784770426e-06,-2.927782393556426e-05,-2.1616338207759254e-05,7.921775228123702e-06,-9.133735729840104e-06,1.899522826862826e-05,-1.6949532249050677e-05,1.8937777156949627e-06,-6.95453332478518e-06,2.8282672793353692e-06,2.2179828275810467e-06,3.3704383520870146e-06,-3.3826832450444255e-06,1.932069716498081e-06,1.2744757408213493e-06,-2.3347027250000627e-07,-4.3996711669267994e-07,-5.07871892515135e-07,1.8370616464910838e-07,1.3028649369135596e-07,4.6990652142547485e-07,3.4084134696564094e-07,4.107750787844585e-08,4.0780292221162356e-07,3.4647570685242245e-08,3.190253802642537e-17,-1.184240657831454e-19,9.216928811708241e-20,-3.529645569036922e-20,2.3417286839144512e-23,3.9989796944638105e-24,-1.9276993451618008e-25
4-2_FTCA,ALLxyz/PFHA/4-2_FTCA.xyz,PFHA,FTCA,FTCA | PFHA,6,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/4-2_FTCA.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/4-2_FTCA_pi.npy,-0.13634123064598405,0.01604625745718185,-0.013349306292400826,8.954396338777737e-06,0.0012505168158280344,0.0009182279950603346,0.004101592578380487,0.00864290038271805,-0.001898072197868802,-0.0071870234932990785,-0.004646096439781276,-0.0040999714258437535,0.0024763540279995923,-0.0008641947729007944,-0.00010560601184230314,0.002820206450766255,-0.0006729861995697726,-0.0017239535561491296,0.002681652488554117,-0.0006619679696939718,-0.0011516499845136167,0.0009179170999554167,0.0011866907690646512,-0.0007305041012106464,-0.0003859910033127236,0.00039382487874747927,0.0003690689290374333,0.0002222557863997269,-4.231385829948563e-07,0.0007837988308489874,-0.0005379974796855806,0.0003033950139188393,-0.00036703225311263355,-0.00024455938663453503,0.0002636608042649573,0.00012286736370719175,-0.00022495890776724786,4.7662929181972696e-05,2.0951986079221284e-05,-9.151837209999055e-06,0.00010280463683422063,5.537042152052657e-06,-4.1563917998687336e-05,2.451622861840261e-05,2.3946560458242882e-05,-6.664214899940969e-06,2.3448240469271404e-05,-1.9834813663513323e-05,2.8670570249547542e-05,-1.3232105305872315e-05,1.24505210873942e-05,-2.680016979722114e-07,-1.4850016407098807e-06,-1.3718272931175448e-06,4.336550374329712e-06,-2.718347956210083e-06,-1.6951015490619523e-06,-6.347108786050174e-07,3.678249057708919e-07,1.0633412550248438e-06,-4.4212397670222896e-08,-1.425680747820902e-07,-3.555097961501503e-07,-3.9544872018105824e-07,-1.2995980744114738e-07,-4.872066527887645e-07,-2.754262429254924e-08,3.1902538026371646e-17,-1.1842406578171814e-19,9.216928812980109e-20,-3.5296455694995196e-20,2.3417286991968666e-23,3.998979610074855e-24,-1.9276974168940794e-25
3-3_FTCA,ALLxyz/PFHA/3-3_FTCA.xyz,PFHA,FTCA,FTCA | PFHA,6,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/3-3_FTCA.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/3-3_FTCA_pi.npy,-0.06455772971107762,-0.13298493327746871,0.11322842305382291,0.04743761365006704,0.0501230711320326,0.0628094702751412,-0.028327811108620347,0.03786940550286603,-0.0146307253716014,0.021800420536879375,-0.0016272823274705488,0.0007846063936714084,-0.009488476552511073,-0.002517388309281563,0.002466638729667294,0.002901030539751257,-0.002472969294655579,-0.0031508722388436028,-0.0006367473515121576,0.0014950335208881254,-0.0010022288325672122,0.0015206148861494884,0.0008574455650649243,0.0018036007022655587,-0.0012055833768962359,-3.879284360843731e-05,-0.0005790701042129383,8.12577750164903e-05,0.0010278731038042995,-0.00010964465846778619,-1.9943074585714993e-06,-9.755208146335381e-05,0.00010225511080141171,-0.00028734470860680315,-4.815866377891671e-05,3.73622555343024e-05,4.9586520608796974e-05,4.996521385251061e-05,-2.8705272161546533e-06,-1.7733066950555866e-05,-7.184384650471776e-06,-3.3207227169093873e-06,-5.6549557936971286e-06,5.748595655578622e-06,6.227617539531908e-07,2.1941925307327694e-06,5.100732981382479e-07,-4.042638487328147e-07,-4.93927971120873e-07,1.0962771754161703e-07,4.90592835983225e-08,-1.8358048941650816e-07,-1.664781404974617e-08,-5.6171917677032884e-08,-6.586874546706505e-08,-2.1656340032214564e-08,-2.925929552677683e-08,-1.9568685098294382e-08,-1.5165628046665383e-08,-6.9388624704393965e-09,-2.559005256897292e-09,-4.4587638099983475e-09,5.837752028737722e-10,-2.098293898015727e-09,2.2741000320810456e-09,-2.5528699238845603e-09,-9.043703827257648e-13,3.190253802640317e-17,-1.1842406578235016e-19,9.216928812294653e-20,-3.529645569251627e-20,2.341728691769291e-23,3.998979655310399e-24,-1.9276983347914842e-25
1-5_FTCA,ALLxyz/PFHA/1-5_FTCA.xyz,PFHA,FTCA,FTCA | PFHA,6,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/1-5_FTCA.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/1-5_FTCA_pi.npy,-0.13635290989396012,0.019682297980381975,-0.011260796592927969,-0.0038648533853570585,0.0035973179006873832,-0.001232554443298079,-0.003693175287524933,0.004610215337192939,0.0023104006201843663,-0.0024593050492362745,-0.002794521864356366,-0.004547683414565513,0.0030678919338747827,-0.0008953361524955849,-0.0007526305623846202,-0.0015570975514368989,-0.002147042986363901,-0.001415994777622186,-0.0012368959849200847,0.002264795764147655,-0.0005503415492708037,-0.0008129039579365203,-0.0010358125106335794,-8.259183332141709e-05,0.00012549532804381088,-0.0005395583463944452,-0.0004389260112932419,0.00010500437540289804,-0.0001370840843088774,0.00024936998781616826,-0.00012252638423755825,-0.0004772350884171327,0.00018208119585107324,0.00011522796513098407,-4.0595266223196225e-05,-9.53240893497147e-05,-3.192599030581904e-05,2.69033836685104e-05,1.9853775497009607e-05,-5.261133008162957e-05,8.758834234474567e-05,5.248587184600015e-05,-4.101191284800294e-05,3.6359034640453865e-05,7.483736763082366e-06,8.7275699359484e-06,-1.0871984069838876e-05,6.848432804275233e-06,-1.4377857698037674e-05,-1.890134219178524e-05,1.2377224742608045e-05,7.175737551096614e-06,-1.2643974617206738e-06,7.504048658058592e-06,-6.320099017486398e-06,-1.645299535271588e-07,1.1435390513324378e-06,-3.2573374542887305e-06,-9.63024799942214e-07,-1.1053056101081428e-07,1.653518104404623e-07,1.8998656868396246e-06,2.2014876936240652e-07,1.7373634954587578e-06,-6.582841055764404e-07,1.2787072637902166e-06,-1.8458344101961254e-07,3.1902538026353995e-17,-1.1842406579267827e-19,9.216928811795238e-20,-3.529645569090734e-20,2.3417286779799882e-23,3.9989797296534255e-24,-1.9277004659078416e-25
1-5_PFHS,ALLxyz/PFHS/1-5_PFHS.xyz,PFHS,PFHS,PFHS | PFHS,6,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/1-5_PFHS.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/1-5_PFHS_pi.npy,-0.09923055166681712,-0.12582159584015215,0.08405904509740014,-0.02953397343186537,-0.009650930163405444,-0.011574458102655272,-0.00648842999543106,0.005300307386987679,-0.0011266775030216063,-0.006866881018471642,0.0025711867428459935,-0.006487236743782256,0.0006404255308553967,0.007754314733923567,3.6168438139572674e-05,-0.007216716881446,0.0067730655617482495,0.00308438204791843,0.0023685528911348034,-0.0025326380578291766,0.0013696834903396324,-0.003142444359930345,-0.001488428290101832,-0.0031754692322155313,8.306194239800512e-05,0.0012257053561946065,-0.0022543879323455424,0.0010954627481823374,0.0011570995430510073,-3.895298780026579e-05,0.00027382865022286177,-0.00012395369957057044,-0.00031106571422579387,-0.00018673198144813613,-1.1748200944000282e-05,2.6697301224961948e-05,3.103324544812353e-05,1.5151176193936365e-06,2.2132440189284397e-05,-1.1408144921126645e-05,-4.870459734460216e-07,3.1340405103403274e-06,-3.235323435969054e-06,2.540094385125772e-06,-3.2932710590242173e-07,-3.4986377924434834e-07,1.0291233762925714e-06,-6.480649013453084e-07,-5.807036060474674e-07,2.3358474353204596e-07,8.967835300832011e-08,-1.0313257098275244e-07,5.260562140673526e-09,-5.524891559557885e-08,-6.821418552692437e-08,-1.3459843884622373e-08,5.952492228444692e-11,-1.6898453950755476e-08,-2.729022069845911e-09,1.6343023456459375e-09,2.304990016817143e-09,-3.4274842997592974e-09,2.4035934911698088e-09,-3.77251101780939e-09,-2.6056958805024105e-11,3.306994766995485e-10,-1.4856015086904458e-10,3.1902538026402664e-17,-1.1842406578233307e-19,9.21692881229558e-20,-3.5296455692514556e-20,2.3417286910794722e-23,3.998979659865469e-24,-1.9276984869115393e-25
3-3_PFHS,ALLxyz/PFHS/3-3_PFHS.xyz,PFHS,PFHS,PFHS | PFHS,6,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/3-3_PFHS.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/3-3_PFHS_pi.npy,-0.13737013794369082,0.02067273900999751,-0.010265485805518422,-0.004533741064979871,0.003961732234236253,-0.0016890055993846018,-0.009309885799857495,-8.519693598332767e-05,0.0037608044531615937,-0.0005311892713199495,-0.0087924354409007,-0.004151901578637857,-0.0015822822812346863,-0.0005653922608150253,-0.0026388197292527963,0.003027214258789005,0.0014054721128511087,0.003011514490877363,0.0007923161008463177,-0.001213401568180997,-0.0001057589337946995,0.0009071892248517891,5.059289012431771e-05,9.704792480791792e-05,-0.0003264991695366195,0.0004577037657508119,0.0010496331343430854,0.0006392114218371777,-7.290350919628632e-05,-0.0007813798383687878,0.000496198588582702,0.000368348036768734,-0.00011631497155915721,-0.0002540683247764368,-2.6133484292201494e-05,-6.110356247278459e-05,-0.00038860100497614046,8.421102443630987e-05,-7.550980478744397e-05,8.688808193370758e-05,-3.172030542614242e-05,-4.910083866045596e-05,4.9564227685315055e-05,6.2437529010145e-05,-1.7622792974599577e-05,1.2838139853956073e-05,-3.736118633821806e-05,-5.285599010117024e-06,-5.818435388373821e-06,6.933634988114234e-06,7.587645546741134e-06,1.4568647922102486e-06,5.903279999990037e-06,-2.9225619445223193e-06,-8.547313831928361e-07,1.7289591159248572e-06,-2.709112874349561e-07,-2.0512672903744837e-06,-4.887576041764961e-07,7.916194457296947e-07,5.550814075403321e-08,5.6219764437550196e-08,-9.057902239429563e-08,6.803713904040486e-08,-2.2673993007785878e-07,1.1119710982085779e-07,-1.829035916242585e-08,3.1902538026358864e-17,-1.1842406578428914e-19,9.21692881280681e-20,-3.5296455694408016e-20,2.3417286991686107e-23,3.998979651538457e-24,-1.927698056504649e-25
4-3_PFHS,ALLxyz/PFHS/4-3_PFHS.xyz,PFHS,PFHS,PFHS | PFHS,6,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/4-3_PFHS.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/4-3_PFHS_pi.npy,-0.06422480448279251,-0.01463583376763843,-0.036463817170760936,0.016245400266380466,0.0028250348861278774,-0.011193006137282779,-0.00204751611257152,0.0051344723824142905,0.0016440908592338268,0.0027741271369102023,-0.0011912964400847769,-0.0004555914385352519,-0.0012851676318660743,3.843583645871149e-05,0.0007075704939628731,-0.000715123130851355,-0.0016734761093478462,0.0008224739265375219,-0.000749962223427156,-0.0011189736987295292,-0.000313184670214104,-0.0006408546358007688,-0.0006880591170540775,0.00018017940636316126,-0.0003328924549923039,-0.00016901243001691147,-1.8421555972973885e-05,-0.0001961162774311613,0.0002030659496336405,-8.614538004916969e-05,2.094384621602866e-05,0.00010194761962557934,4.282388428074773e-05,8.741633003534942e-05,0.00023043968499493602,-5.9330474639050024e-05,-1.8129417720822005e-05,-4.871699298592404e-05,1.8130679296768467e-05,2.29768613284517e-05,2.725963813875327e-05,2.2797939172447466e-05,1.6826443627762094e-05,-5.414920888789432e-06,1.3190993401883505e-05,3.0942988624247865e-05,1.924687715911069e-05,-1.3012205803361688e-05,-2.189857397936639e-06,7.662905875760318e-06,-1.5746568298743709e-06,-2.915042146646443e-06,8.557267467202094e-06,-9.897582970094897e-06,5.162985576883012e-07,-2.7769281863191514e-06,-4.205930647015802e-07,2.128705996351225e-06,-3.6978603037083915e-07,-1.943564224431133e-06,-3.3035363055011145e-06,6.999220255725449e-07,5.072326945328433e-07,1.5818442740027073e-06,-1.2972794066214154e-07,1.9160515427056186e-06,6.601243750947304e-07,3.1902538026498357e-17,-1.1842406579014642e-19,9.21692881151271e-20,-3.5296455689768583e-20,2.341728665351704e-23,3.998979672131069e-24,-1.927698833293772e-25
5-1_PFHS,ALLxyz/PFHS/5-1_PFHS.xyz,PFHS,PFHS,PFHS | PFHS,6,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/5-1_PFHS.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/5-1_PFHS_pi.npy,0.07065849454025751,-0.013682094004229322,-0.028310697524595165,-0.01844471442970921,0.019416713206008858,-0.005917814361987825,-0.0003279457626265843,-0.008041277554996847,-0.004055033271330629,-0.0064106934127654515,0.0033221800453518556,0.00048378561204770075,-0.006060049163946886,0.0016955308093393557,0.003318555557937299,-0.0013040221056736482,-0.0038606487754504018,0.0026012399585239303,-0.001117740629626112,-0.0007651892533850751,-0.0003185529553419429,-0.0001823742183635968,-0.00018552968680361336,0.0007733336043972,-0.00012848610267717606,6.507538565392994e-05,-0.00013358325633698346,0.00011575477199313246,-8.42692506961611e-05,0.00025817798894018815,0.0002563046912736503,1.3936981422948594e-05,-9.615288837966039e-05,-1.5276677965334877e-05,-0.00011793437494453241,7.373921872630559e-05,-3.8978431180535184e-05,-2.0576041112727817e-05,5.0889556782536946e-05,1.681677806650011e-05,2.325542629156656e-05,-3.3273794654742946e-05,-2.2070961389017858e-06,7.103559687546154e-06,2.0029896434912104e-05,-1.0047513544568892e-05,5.197684081902924e-06,4.089426507369035e-06,1.6122733470913413e-06,-5.569444571566554e-06,7.060043398614964e-06,-3.5618434196682124e-06,-3.4582750876563382e-06,-8.525177615216118e-08,-8.080950693832505e-08,6.621875323317919e-06,2.5473226598571858e-06,2.3443853325692935e-06,-1.4484604187752742e-06,-4.4283039009798015e-07,-6.654237527368461e-07,-3.830404936969761e-06,1.1842899790171635e-07,2.738649017451346e-06,1.005183410775362e-08,-4.125661416305781e-07,-3.6117688792321053e-07,3.1902538026316006e-17,-1.1842406578081928e-19,9.216928812631195e-20,-3.529645569465884e-20,2.341728717223545e-23,3.998979613508554e-24,-1.9276969815639698e-25
2-4_PFHS,ALLxyz/PFHS/2-4_PFHS.xyz,PFHS,PFHS,PFHS | PFHS,6,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/2-4_PFHS.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/2-4_PFHS_pi.npy,-0.13746407293542745,0.011814886106967284,-0.016314789561863035,0.002552120382559974,-0.0014393262935139073,0.005260817226417313,0.0022053521951773437,0.003535340745197216,-0.0006791880230294786,-0.005844947866781838,0.002904786759087422,0.011127431343968434,0.003353735997560027,0.005534681423241694,0.005511018534532023,-0.0029233166613323834,0.002115300474634682,-0.004176520007770096,-0.002867756084259306,0.0029764616913086745,0.0002200342506441719,-0.0012063879095650248,0.002064929885420879,0.000887619458065501,0.0021672615824789095,-0.0009413702423124366,0.0003247985904241191,0.0007900964355185257,0.0008843327072603452,-0.0008803343696767842,0.0001669920092608054,0.0006758997198418417,-0.00025490650828570893,0.0004901792589910214,-0.0002045663858696951,8.107643468904398e-05,1.720981253067996e-05,6.693216849678661e-05,-0.00013822580529237744,8.927019506362438e-05,4.9410995602942214e-05,6.133823637855974e-05,-1.75048849559788e-05,-9.896152150421878e-06,-6.110152110483128e-06,1.1038398990761862e-05,1.4311772644185413e-05,1.511284125551498e-05,1.5024828762722639e-05,9.086780347859382e-07,5.096370870578352e-06,-1.6657313047089787e-06,-2.978029077140676e-07,9.430613824781934e-07,1.918741673737742e-07,1.1433821759601158e-07,-2.610875170327817e-07,-7.992965296998996e-07,-1.7436008027049924e-07,2.2089113110669075e-07,-6.289220910561655e-08,-2.8331074208406436e-08,1.3592443661816968e-08,9.282971696651398e-09,-2.220357251548216e-08,2.4986035755167973e-08,1.5002579161169555e-08,3.190253802639569e-17,-1.1842406578258074e-19,9.216928812347193e-20,-3.529645569264668e-20,2.341728693332478e-23,3.998979652818516e-24,-1.9276982644649251e-25
3-2_FTOH,ALLxyz/FTOH/3-2_FTOH.xyz,FTOH,FTOH,FTOH | FTOH,5,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/3-2_FTOH.pdgm,ALLxyz/Extended_list_result/persistent_homology_data_canonical_bestmatch/3-2_FTOH_pi.npy,-0.12609261208654957,-0.007200216639286874,-0.03418162244372966,0.0012537056564611642,-0.001640261746887709,0.0008533502733174713,0.0005622815418984905,0.009682407630995525,0.003949746962973965,-0.0017604940867357141,-0.0025008319916641135,-0.004343753907254297,0.005188961167759447,-0.00046503511196736505,-0.0016388250845192362,-0.0006176839850422093,-0.0011934445122101967,-0.0001331723071949824,-0.0015230988553046455,0.0016798048971795776,-0.0014681105033352,-0.0003121336919624897,-0.0014360587334218094,6.663128991853694e-05,0.00030621706072110903,-0.0006311487153000873,-0.0006435922999635739,-0.0002753111883946435,-0.0001372559061515879,0.0005357633749484089,0.00030242162720295915,-0.0003346128353273658,0.00023400577351463726,-4.489915383596488e-05,-2.9647674368690805e-05,-2.446135257374308e-05,-5.556371100810964e-05,-1.9561172571576046e-05,-5.714582559696607e-05,7.166641243440155e-06,6.838830633531438e-05,7.761075276927103e-05,-2.1102613159597303e-05,1.465476572257443e-05,2.512658600160094e-05,5.827411974753151e-05,-7.013150803390168e-06,2.5452765522874044e-05,-9.711544592031661e-06,-6.801328096646459e-06,-1.0708600123332687e-05,-1.9674757920416754e-06,8.386634995615604e-06,-4.2475323527727025e-06,1.2437128254691702e-06,2.3920978748055686e-06,-1.372861147480711e-06,-7.561386846245263e-07,4.205892437132084e-07,1.444984687289383e-06,-4.4385524786227464e-07,-1.7786602760503994e-06,-4.594098496857068e-07,-1.7815969443631653e-06,2.827667537335984e-07,-1.140522603218683e-06,9.74177136912659e-08,3.1902538026358574e-17,-1.1842406577481151e-19,9.216928813347989e-20,-3.52964556959141e-20,2.3417287243352926e-23,3.998979634579731e-24,-1.9276971855985217e-25
